Asthma,Total local tax,Acquisition tax,Automobile tax,Region development tax,Urban planning tax,local education tax,licence tax,property tax,revenue tax for previous year,local income tax,residence tax,Marriage rate,Birthrate,Divorce rate,The number of people living with dementia,The number of people who smoked,The number of current smokers,The number of people that drinks alcohol,The number of people who are drunk,The number of people who took consultant about one's drinking problem,The number of people who participated in exercise programs in a community,Weight control: exercise,Weight control: fasting,Weight control: dietary treatment,Weight control: diet pills with no prescription,Weight control: diet pills with prescription,The number of people who brushes their teeth after lunch,The number of people who neglected mandatory dental treatment,The number of people with experience with oral treatment,The number of people with experience with teeth scaling,The number of people who had stress counselling,The number of people who experienced depression,The number of people who had counselling about depression,The number of people who received influenza vaccination,The number of people who experienced with health checkup,The number of people who experienced with acute disease and addiction to an accident,The number of people who experienced with medical services (without dental clinic),The number of people who experienced with damage cause,The number of people who experienced with lying sick in bed,The number of economically active person,The number of people who enrolled in a private medicare,The number of people that visited health center,Averagee age that started smoking,The average smoking amount per day with everyday smokers,The average smoking days per month with random smokers,The average smoking amoung per day with random smokers,The number of years for smoking _ former smokers,The number of months for smoking _ former smokers,The average smoking amount per day _ former smokers,Average age that started drinking,Drinking frequency,The amount of drinking per day,High risk drinking rate (Male),High risk drinking rate (Female),The number of people who experienced with failure of drinking control,The number of people who experienced with difficulties in daily life after drinking,The number of people who experienced with blacked out after drinking,The number of days with heavy work outs,Hours with heavy work outs,The average minutes with heavy work outs,The number of days with regular work outs,Hours with regular work outs,Average minutes with regular work outs,The number of days with walking,The average hours for walking,The average minutes for walking,Accessability to fitness center,The number of days with breakfast in a week,Low salt preference _ the average amount of natrium consume,Low salt preference _ adding salt to meals,Low salt preference _ adding soy sauce to fried meals,The number of people who chekcs nutrient balance,Self-recognition of body shape,The number of people who experiences in diet control,Average height,Average weight,Self-rated dental health,The number of people who has difficulties with mastication,The number of people who has difficulties with pronunciation,Average sleeping time,Self-rated stress amount,Self-rated health condition,EQ-5D: exercise capacity,EQ-5D: self-care,EQ-5D: daily activities,EQ-5D: pain/discomfort,EQ-5D: anxiety/depression,EQ-VAS (0~100 오늘의 건강상태),Job categories: employer / owner,Job categories: employee,Job categories: unpaid family worker,Marital status: live together,Marital status: separated,Marital status: widowed,Marital status: divorced,Residence period less than 5 years in a city,Residence period less than 5~10 years in a city,Residence period less than 10~15 years in a city,Residence period less than 15~20 years in a city,Residence period more than 20 years in a city,monthly income
0.099191,"0.031886202","0.062461974","0.023729503","0.032653201","0.014549481","0.012184846","0.06114838","0.131308642","0.14763766","0.022259404","0.422539221","0.521380358","0.417662492","0.364907196","0.189524937","0.643107491","0.367655725","0.860532283","0.806729652","0.251234757","0.095017501","0.757137577","0.28008752","0.819461662","0.249179459","0.354146438","0.810149746","0.822245895","0.504701815","0.452844328","0.746130437","0.400712098","0.597374186","0.314330627","0.518345755","0.31569926","0.543575768","0.282654313","0.628099276","0.364634345","0.637267502","0.814477014","0.27551863","0.535659354","0.250434783","0.290109331","0.334234154","0.111769481","0.373381757","0.368724434","0.2238083","0.644051165","0.722794172","0.554500018","0.401062542","0.586702883","0.529154801","0.335613621","0.227623977","0.430993001","0.209525872","0.178164143","0.644084051","0.738301916","0.284314342","0.521045783","0.4662947","0.316379955","0.324096276","0.858661617","0.435135691","0.35644809","0.816456128","0.185784136","0.552492829","0.683387783","0.636888097","0.497168872","0.814873446","0.277053326","0.112159986","0.519389914","0.139506102","0.104072274","0.113895352","0.223269799","0.167292098","0.753061794","0.203594976","0.704514603","0.057758433","0.340749243","0.335663928","0.306386326","0.781780891","0.071667855","0.123923348","0.068883071","0.124100283","0.910963727","0.462477247"
0.171811,"0","0","0.005506702","0.013672194","0.013443361","0","0.00914915","0.055316834","0.127125204","0.006205066","0.403457547","0.258498463","0.12866713","0.4821092","0.220870782","0.641075886","0.520355256","0.648335938","0.562295165","0.111537869","0.142475363","0.808374616","0.122404368","0.699561649","0.18668036","0.25930531","0.753350746","0.42691636","0.413888399","0.26451799","0.856934537","0.465813269","0.696174842","0.298680568","0.793143798","0.128066243","0.32006987","0.159065432","0.344829348","0","0.659139894","0.616027674","0.625758162","0.467272017","0.597818182","0.338649655","0.538111627","0.348022959","0.650408496","0.590500166","0.354677414","0.680485606","0.621734927","0.538065821","0.272116282","0.175369313","0.349828853","0.230403529","0.256212014","0.508155195","0.376587665","0.119256943","0.655971472","0.836652587","0.473391056","0.305611239","0.314408008","0.323227012","0.392900012","0.838354732","0.531030265","0.375216512","0.769127887","0.207826722","0.413831931","0.69441711","0.61288773","0.402040107","0.630222231","0.261878784","0.405555833","0.574477978","0.256658185","0.267297417","0.176664037","0.304946379","0.401509742","0.7056306","0.116432072","0.571744622","0.008959348","0.074775578","0.453827415","0.438719473","0.610364316","0.030533146","0.012317847","0.031335003","0.023247618","0.991329556","0.34609281"
0.203614,"0.084818005","0.106566744","0.059860968","0.026483082","0.013424859","0.012806313","0.031631663","0.080112634","0.132902679","0.094971088","0.445805757","0.924885281","0.781984011","0.499959133","0","0.802228845","0.699107117","0.923419726","0.912300545","0.027672769","0.152842541","0.750776835","0.13882864","0.656009033","0.308771672","0.335180408","0.706573907","0.2625301","0.953306433","0.527673538","0.147803042","0.063057264","0.098698463","0.372043876","0.78970299","0.124167771","0.148242725","0.165893376","0.341529836","0.415060786","1","0.809868035","0.182876088","0.445960616","0.528","0.409356725","0.190205733","0.194791666","0.278745723","0.202622349","0.339176652","0.678949334","0.53380771","0.413161992","0.766074495","1","0.561994112","0.247681698","0.19556636","0.234982202","0.223691173","0.148548849","0.427341769","0.71325861","0.287423629","0.417703227","0.369087612","0.439377436","0.398239011","0.881163641","0.275427519","0.084889638","0.827378233","0.221903127","0.847402032","0.907608155","0.258392579","0.83847611","0.981466109","0.39164192","0.303666829","0.300861687","0","0.048499774","0.007815733","0.050470282","0.03389982","0.844495695","0","0.941623354","0.021978024","0.808924457","0.135862486","0.062910429","0.118482165","0.365762832","0.318921177","0.306838979","0.257276387","0.669143859","0.632297429"
0.220451,"0.023324827","0.040471768","0.044704313","0.028518636","0.013400266","0.014143437","0.034494045","0.107015526","0.152821216","0.013215111","0.409052846","0.470196152","0.451780777","0.179048594","0.407959327","0.556473659","0.490933069","0.830798618","0.840965676","0.083198769","0.242070437","0.785207381","0.62608696","0.771069608","0.495108699","0.797683499","1","0.608452904","0.586393819","0.667909746","1","0.44664917","0.840760875","0.036150411","0.506075706","0.168958538","0.413780769","0.175204085","0.374884748","0.427715424","0.784164548","0.904139941","0.176978165","0.369014857","0.348444445","0.423001949","0.272680918","0.274921875","0.365598944","0.177968033","0.300787774","0.715980182","0.675212816","0.647274752","0.389930379","0.62306276","0.694065148","0.270209011","0.106264493","0.553509861","0.250341674","0.094879398","0.607506141","0.709374708","0.245484772","0.434730922","0.162913711","0.186237315","0.466481201","0.623684166","0.409738287","0.174433962","0.731108556","0.141859177","0.760138012","0.717643387","0.372580656","0.634332885","0.80747852","0.387900558","0.352389568","0.321207341","0.07812333","0.0595935","0.065493576","0.210466882","0.374859017","0.925497848","0.08672127","0.836518064","0.083726706","0.398846457","0.431264267","0.034066464","0.69105646","0.392140378","0.529031474","0.610763925","0.418136421","0.475655752","0.51848787"
0.041097,"0.014739514","0.056237055","0.068418603","0.017510429","0.013406473","0.010804715","0.031711953","0.07109246","0.170167198","0.00439855","0.389704819","0.486476608","0.385932021","0.440345336","0.220870782","0.689237205","0.395649835","0.876647712","0.854489393","0.055768922","0.17818597","0.773474736","0.681967216","0.71441206","0.18668036","0.157017733","0.740058704","0.46341409","0.594234974","0.445384819","0.484600141","0.293603797","0.397814189","0.26934373","0.607488613","0.091731038","0.300701375","0.181061818","0.41001828","0.319378912","0.814385232","0.834897167","0.272062443","0.484034868","0.212571429","0.374269006","0.323940358","0.1546875","0.475697452","0.215336122","0.162052979","0.559105443","0.672610102","0.447826116","0.23580704","0.340022022","0.501536708","0.162254253","0.129753469","0.506686131","0.125057644","0.058286386","0.677896689","0.504975707","0.175180374","0.423743645","0.253551281","0.301976627","0.316581305","0.959049678","0.354293904","0.322254017","0.947961359","0.211548674","0.780753459","0.938397276","0.584975077","0.481579198","0.850638397","0.317963326","0.287636442","0.460759585","0.204464965","0.147459124","0.124160534","0.373072674","0.401509742","0.834380717","0.113635762","0.762776584","0.03996397","0.547420341","0.236361616","0.212364107","0.525157107","0.12793502","0.20418911","0.25060823","0.194341485","0.802209146","0.564918627"
0.180642,"0.09367015","0.10923383","0.095444939","0.036510306","0.013676415","0.021315723","0.08586165","0.149999146","0.055349612","0.09442766","0.484911351","0.664392064","0.778707698","0.370637644","0","0.658841831","0.502549287","0.734978297","0.804728865","0.221382099","0.152842541","0.96848201","0.433839472","0.58477699","0.679297758","0.358606021","0.895646719","0.371192003","0.826357384","0.579931184","0","0.128162802","0.098698463","0.216768636","0.598992575","0.010442158","0.455785901","0.183356885","0.309182834","0.322293724","0.995331313","0.883290387","0.284558318","0.383839468","0.403555556","0.43816331","0.096133318","0.187708334","0.187719901","0.11052578","0.146088512","0.647728827","0.527361059","0.394010972","0.290084467","0.226586717","0.345533037","0.320708795","0.125145054","0.451732163","0.35616518","0.056247632","0.605109667","0.656420611","0.018542018","0.590145869","0.391725663","0.352540179","0.436108651","0.541785101","0.325791368","0.152662947","0.699223611","0.113308531","1","0.981053463","0.278530112","0.892521843","0.964701155","0.300830296","0.324731171","0.371230112","0.005179697","0.048499774","0","0.245343477","0.480703176","0.838798995","0.074927178","0.81096576","0.021978024","0.857600118","0.371296759","0.07267725","0.139622244","0.319975391","0.441769269","0.423604494","0.437059215","0.565541974","0.593013098"
0.279150,"0.074661729","0.188820596","0.201993074","0.030286666","0.013618429","0.045561509","0.107255494","0.142329294","0.168189784","0.017134458","0.485598529","0.544030986","0.703847295","0.438790122","0.727308055","0.763129113","0.670425992","0.681268114","0.718718649","0.307401039","0.148857375","0.625842395","0.192771088","0.639484986","0.187089285","0.37034021","0.607310559","0.702696099","0.265755594","0.462614648","0.411193552","0.277939403","0.199342825","0.244261751","0.631390723","0.232032872","0.408469136","0.190477137","0.672440034","0.577834972","0.747359066","0.777020311","0.363048744","0.519481986","0.412","0.182349814","0.312738378","0.083994933","0.284308559","0.265545148","0.266051466","0.585175161","0.607665482","0.49798093","0.344000869","0.469525454","0.436891511","0.24627702","0.255426189","0.339657586","0.40864144","0.295160795","0.417446571","0.435957782","0.24875998","0.430809045","0.355167466","0.394051132","0.397915482","0.787534024","0.189157308","0.192317792","0.766227622","0.315135517","0.745942781","0.833816711","0.656421919","0.476167655","0.776611546","0.382072416","0.282335882","0.446750851","0.152866276","0.082426892","0.064143798","0.298046402","0.515714394","0.795935817","0.293751252","0.659060836","0.235393522","0.696679156","0.197428682","0.208284127","0.035589004","0.143718535","0.093105391","0.245869309","0.149525938","0.839519516","0.395381682"
0.175517,"0.024618421","0.079716356","0.053053489","0.027462341","0.013811561","0.010590183","0.04886567","0.110140471","0.157203223","0.010159443","0.43136042","0.332981367","0.40569332","0.201083886","0.093940238","0.595114264","0.480709529","0.88079607","0.884238368","0","0.087870148","0.834890197","0.416485904","0.724784799","0.247017372","0.249286489","0.842882213","0.628358504","0.520430984","0.579931184","0.406458357","0.453690477","0.34544469","0.190080706","0.527880218","0.187965067","0.508644886","0.270674422","0.514047184","0.418926081","0.794577752","0.864934799","0.097187326","0.627438856","0.4608","0.447017544","0.326448996","0.105844466","0.51330967","0.138011092","0.244608221","0.612997709","0.605423835","0.499771669","0.286637879","0.37775375","0.55373022","0.22135883","0.101368107","0.628549819","0.277378531","0.117212862","0.582528579","0.729786909","0.326410947","0.381699349","0.241399716","0.311921839","0.282105447","0.892646374","0.204364375","0.187701283","0.732367047","0.113308531","0.770893444","0.711381323","0.4899742","0.692694857","0.920792944","0.328188923","0.233452353","0.45753101","0.199418299","0.134993202","0.143288438","0.28909052","0.51330176","0.903999179","0.124878628","0.816089586","0.052747251","0.406244003","0.194721054","0.101977706","0.435583277","0.101213169","0.110079419","0.195380984","0.22231862","0.84031219","0.482725652"
0.183788,"0.040163788","0.116067119","0.098284223","0.024865186","0.013730975","0.015721147","0.048874196","0.135534997","0.170147308","0.017679543","0.399688896","0.106690505","0.213538674","0.14007003","0.314498549","0.677677791","0.340345067","0.942808334","0.879709087","0.333520064","0.159649908","0.944023056","0.383442272","0.824957035","0.186070274","0.289724166","0.815546787","0.748525786","0.635922472","0.603379556","0.742557323","0.464098146","0.743464039","0.198326532","0.627020618","0.300306807","0.492250124","0.16263086","0.679117912","0.312314695","0.703370518","0.882064015","0.349815874","0.638165755","0.185142857","0.333333333","0.230820557","0.230912642","0.313443022","0.065129196","0.06559047","0.48012015","0.480340507","0.504384438","0.233205121","0.377195352","0.52807301","0.366743377","0.149073068","0.516972517","0.362085613","0.108079534","0.668002955","0.660763938","0.205265198","0.468501557","0.178011343","0.349015878","0.557841533","0.753352572","0.267297094","0.11144718","0.738721343","0.096338462","0.688300789","0.66945641","0.454681115","0.586430014","0.899735438","0.269398203","0.23677696","0.281634536","0.146182533","0.146747073","0.157438488","0.301259806","0.358038245","0.850264856","0.243499724","0.640897113","0.039790274","0.658077152","0.274737927","0.098285892","0.438070348","0.076285556","0.166324572","0.21236737","0.273737985","0.813655256","0.59163934"
0.101041,"0.09367015","0.10923383","0.095444939","0.036510306","0.013676415","0.021315723","0.08586165","0.149999146","0.055349612","0.09442766","0.484911351","0.664392064","0.778707698","0.370637644","0","0.658841831","0.502549287","0.734978297","0.804728865","0.221382099","0.152842541","0.96848201","0.433839472","0.58477699","0.679297758","0.358606021","0.895646719","0.371192003","0.826357384","0.579931184","0","0.128162802","0.098698463","0.216768636","0.598992575","0.010442158","0.455785901","0.183356885","0.309182834","0.322293724","0.995331313","0.883290387","0.284558318","0.383839468","0.403555556","0.43816331","0.096133318","0.187708334","0.187719901","0.11052578","0.146088512","0.647728827","0.527361059","0.394010972","0.290084467","0.226586717","0.345533037","0.320708795","0.125145054","0.451732163","0.35616518","0.056247632","0.605109667","0.656420611","0.018542018","0.590145869","0.391725663","0.352540179","0.436108651","0.541785101","0.325791368","0.152662947","0.699223611","0.113308531","1","0.981053463","0.278530112","0.892521843","0.964701155","0.300830296","0.324731171","0.371230112","0.005179697","0.048499774","0","0.245343477","0.480703176","0.838798995","0.074927178","0.81096576","0.021978024","0.857600118","0.371296759","0.07267725","0.139622244","0.319975391","0.441769269","0.423604494","0.437059215","0.565541974","0.593013098"
0.206551,"0.07920387","0.130435894","0.081099275","0.044261292","0.013865689","0.024470955","0.183552094","0.189774706","0.156196957","0.058955102","0.522037052","0.531072585","0.469082306","0.456809924","0.251873206","0.717119772","0.524651031","0.881706132","0.900319801","0.083470955","0.237080562","0.716495338","0.261723008","0.59390834","0.1862732","0.023136929","0.808123042","0.287086661","0.741328278","0.48991057","0.483382018","0.129183401","0.39694655","0.194300717","0.710440946","0.08590936","0.319024354","0.140959794","0.148741228","0.380732588","0.890507314","0.804857112","0.164092241","0.454587968","0.2448","0.180116959","0.225446928","0.094444444","0.355184972","0.164017064","0.364671699","0.785164051","0.786773026","0.505600449","0.078800147","0.501658898","0.445420626","0.159023048","0.175452259","0.507961434","0.178037681","0.135759259","0.463772718","0.525168225","0.188648742","0.460250921","0.055647812","0.373699574","0.382829606","0.824812962","0.352307269","0.425699042","0.78586159","0.182690358","0.948509025","0.939301688","0.359196142","0.88522522","0.970095331","0.277167976","0.457640971","0.179684251","0.04752103","0.011101038","0.008412355","0.013913939","0.04432195","0.923342282","0.031963359","0.899526393","0.013330616","0.563432554","0.314577727","0.108405484","0.481206187","0.168487917","0.240677524","0.25532648","0.264067533","0.75902287","0.597863006"
0.114469,"0.023324827","0.040471768","0.044704313","0.028518636","0.013400266","0.014143437","0.034494045","0.107015526","0.152821216","0.013215111","0.409052846","0.470196152","0.451780777","0.179048594","0.407959327","0.556473659","0.490933069","0.830798618","0.840965676","0.083198769","0.242070437","0.785207381","0.62608696","0.771069608","0.495108699","0.797683499","1","0.608452904","0.586393819","0.667909746","1","0.44664917","0.840760875","0.036150411","0.506075706","0.168958538","0.413780769","0.175204085","0.374884748","0.427715424","0.784164548","0.904139941","0.176978165","0.369014857","0.348444445","0.423001949","0.272680918","0.274921875","0.365598944","0.177968033","0.300787774","0.715980182","0.675212816","0.647274752","0.389930379","0.62306276","0.694065148","0.270209011","0.106264493","0.553509861","0.250341674","0.094879398","0.607506141","0.709374708","0.245484772","0.434730922","0.162913711","0.186237315","0.466481201","0.623684166","0.409738287","0.174433962","0.731108556","0.141859177","0.760138012","0.717643387","0.372580656","0.634332885","0.80747852","0.387900558","0.352389568","0.321207341","0.07812333","0.0595935","0.065493576","0.210466882","0.374859017","0.925497848","0.08672127","0.836518064","0.083726706","0.398846457","0.431264267","0.034066464","0.69105646","0.392140378","0.529031474","0.610763925","0.418136421","0.475655752","0.51848787"
0.542959,"0.084818005","0.106566744","0.059860968","0.026483082","0.013424859","0.012806313","0.031631663","0.080112634","0.132902679","0.094971088","0.445805757","0.924885281","0.781984011","0.499959133","0","0.802228845","0.699107117","0.923419726","0.912300545","0.027672769","0.152842541","0.750776835","0.13882864","0.656009033","0.308771672","0.335180408","0.706573907","0.2625301","0.953306433","0.527673538","0.147803042","0.063057264","0.098698463","0.372043876","0.78970299","0.124167771","0.148242725","0.165893376","0.341529836","0.415060786","1","0.809868035","0.182876088","0.445960616","0.528","0.409356725","0.190205733","0.194791666","0.278745723","0.202622349","0.339176652","0.678949334","0.53380771","0.413161992","0.766074495","1","0.561994112","0.247681698","0.19556636","0.234982202","0.223691173","0.148548849","0.427341769","0.71325861","0.287423629","0.417703227","0.369087612","0.439377436","0.398239011","0.881163641","0.275427519","0.084889638","0.827378233","0.221903127","0.847402032","0.907608155","0.258392579","0.83847611","0.981466109","0.39164192","0.303666829","0.300861687","0","0.048499774","0.007815733","0.050470282","0.03389982","0.844495695","0","0.941623354","0.021978024","0.808924457","0.135862486","0.062910429","0.118482165","0.365762832","0.318921177","0.306838979","0.257276387","0.669143859","0.632297429"
0.000000,"0.014739514","0.056237055","0.068418603","0.017510429","0.013406473","0.010804715","0.031711953","0.07109246","0.170167198","0.00439855","0.389704819","0.486476608","0.385932021","0.440345336","0.220870782","0.689237205","0.395649835","0.876647712","0.854489393","0.055768922","0.17818597","0.773474736","0.681967216","0.71441206","0.18668036","0.157017733","0.740058704","0.46341409","0.594234974","0.445384819","0.484600141","0.293603797","0.397814189","0.26934373","0.607488613","0.091731038","0.300701375","0.181061818","0.41001828","0.319378912","0.814385232","0.834897167","0.272062443","0.484034868","0.212571429","0.374269006","0.323940358","0.1546875","0.475697452","0.215336122","0.162052979","0.559105443","0.672610102","0.447826116","0.23580704","0.340022022","0.501536708","0.162254253","0.129753469","0.506686131","0.125057644","0.058286386","0.677896689","0.504975707","0.175180374","0.423743645","0.253551281","0.301976627","0.316581305","0.959049678","0.354293904","0.322254017","0.947961359","0.211548674","0.780753459","0.938397276","0.584975077","0.481579198","0.850638397","0.317963326","0.287636442","0.460759585","0.204464965","0.147459124","0.124160534","0.373072674","0.401509742","0.834380717","0.113635762","0.762776584","0.03996397","0.547420341","0.236361616","0.212364107","0.525157107","0.12793502","0.20418911","0.25060823","0.194341485","0.802209146","0.564918627"
0.596037,"0.013410131","0.080705736","0.030037692","0.018991306","0.014091533","0.00555029","0.044557308","0.088514662","0.131029659","0.00125843","0.395309133","0.490628818","0.472994561","0.573948007","0.412442382","0.58132997","0.601732196","0.827537454","0.77575698","0.252339092","0.167459708","0.779158978","0.668131872","0.694461921","0.250274709","0.268816417","0.81584282","0.896614093","0.492516372","0.478242249","0.562544873","0.427469403","0.749999977","0.101959875","0.448015569","0.238484724","0.493109308","0.346228081","0.500160483","0.503571775","0.80709599","0.899726371","0.441779392","0.506379953","0.321230769","0.311740891","0.137060973","0.137167008","0.464446309","0.177413087","0.259152122","0.664501557","0.59748454","0.643750516","0.348429643","0.302493193","0.536939377","0.220040382","0.201704971","0.45615956","0.151689986","0.148671744","0.615756006","0.727900413","0.178358447","0.558603396","0.363947285","0","0.239214265","0.791676841","0.459955416","0.11131793","0.77899635","0.156259288","0.730826589","0.855550316","0.508983145","0.524419582","0.835225885","0.128536082","0.10360444","0.335492932","0.145890978","0.126747812","0.075248618","0.233242022","0.348241367","0.903592236","0.183021144","0.823201007","0.031348871","0.446555813","0.33749081","0.115543924","0.700136196","0.701023064","0.49189399","0.569438908","0.646103393","0.336723543","0.410272195"
0.130112,"0.016090792","0.050184347","0.022351774","0.021340942","0.01400964","0.007100319","0.039004711","0.094222682","0.130924228","0.009506071","0.406679521","0.47746906","0.422694126","0.497242687","0.221112432","0.573465022","0.272188419","0.93294783","0.85862728","0.223319782","0.255891052","0.797066792","0.297592992","0.851672757","0.311474324","0.141470574","0.885553726","0.983011617","0.683146359","0.610989459","0.857952984","0.499225171","0.597374186","0.255592756","0.580298528","0.153410982","0.587202568","0.172552055","0.584592435","0.395827353","0.752651509","0.93791868","0.229558363","0.368829551","0.408","0.228557505","0.250772332","0.104879032","0.341503275","0.223830288","0.14732039","0.586899977","0.624389505","0.557031745","0.242502657","0.321329134","0.492882124","0.220949028","0.072541049","0.604321104","0.059748377","0.041824295","0.73977623","0.557377064","0.091505532","0.515277624","0.31276327","0.13272438","0.334283238","0.691348182","0.445116343","0.150127892","0.945732457","0.170880042","0.545936105","0.78160442","0.498077194","0.578229692","0.830174502","0.165292328","0.159431068","0.50197866","0.131668555","0.136791201","0.121779495","0.28545291","0.684039264","0.818371255","0.128011981","0.810472436","0.017851732","0.345213034","0.23670768","0.163527896","0.739130674","0.56947409","0.526674234","0.609634932","0.436436331","0.418712678","0.455020193"
0.350563,"0.136992878","0.313730276","0.103833899","0.024883731","1","0.090714304","0.250205381","0.568455229","0.226339542","0.02059361","0.496509379","0.764348577","0.554354127","0.93284821","0.310070061","0.461119076","0.391439297","0.276028431","0.22171871","0.152233205","0.73835529","0.239773096","0.171837712","0.224038363","0","0.105639212","0.593803941","0.415884289","0.635673045","0.349410817","0.048062447","0.522991354","0.325775677","0.932334102","0.913027156","0.153885118","0.427561568","0.182106514","0.242404415","0.739145872","0.18087377","0.111209371","0.639715068","0.833459901","0.471272727","0.472620946","0.515908014","0.070183486","1","0.524561909","0.977375317","0.796859397","0.635081067","0.592699434","1","0.615544366","0.600634692","0.250184628","0.559802985","0.268191447","0.190921368","0.499726162","0.309535807","0.585405021","0.796788659","0.149520336","0.417510422","0.915881638","0.428264984","0.512578354","0.581300535","0.697280288","0.368206835","0.692081589","0.590211843","0.684100123","0.740537086","0.193627562","0.425861116","0.177612767","0.55719847","0.660521116","0.42796157","0.352363469","0.452269787","0.423215811","0.350174185","0.628921777","0.572951498","0.458613975","0.296330877","0.644510774","0.438115516","0.559712841","0.329983806","0.333792972","0.336204936","0.18322055","0.064537855","0.767273775","0"
0.285917,"0.023324827","0.040471768","0.044704313","0.028518636","0.013400266","0.014143437","0.034494045","0.107015526","0.152821216","0.013215111","0.409052846","0.470196152","0.451780777","0.179048594","0.407959327","0.556473659","0.490933069","0.830798618","0.840965676","0.083198769","0.242070437","0.785207381","0.62608696","0.771069608","0.495108699","0.797683499","1","0.608452904","0.586393819","0.667909746","1","0.44664917","0.840760875","0.036150411","0.506075706","0.168958538","0.413780769","0.175204085","0.374884748","0.427715424","0.784164548","0.904139941","0.176978165","0.369014857","0.348444445","0.423001949","0.272680918","0.274921875","0.365598944","0.177968033","0.300787774","0.715980182","0.675212816","0.647274752","0.389930379","0.62306276","0.694065148","0.270209011","0.106264493","0.553509861","0.250341674","0.094879398","0.607506141","0.709374708","0.245484772","0.434730922","0.162913711","0.186237315","0.466481201","0.623684166","0.409738287","0.174433962","0.731108556","0.141859177","0.760138012","0.717643387","0.372580656","0.634332885","0.80747852","0.387900558","0.352389568","0.321207341","0.07812333","0.0595935","0.065493576","0.210466882","0.374859017","0.925497848","0.08672127","0.836518064","0.083726706","0.398846457","0.431264267","0.034066464","0.69105646","0.392140378","0.529031474","0.610763925","0.418136421","0.475655752","0.51848787"
0.328745,"0.016090792","0.050184347","0.022351774","0.021340942","0.01400964","0.007100319","0.039004711","0.094222682","0.130924228","0.009506071","0.406679521","0.47746906","0.422694126","0.497242687","0.221112432","0.573465022","0.272188419","0.93294783","0.85862728","0.223319782","0.255891052","0.797066792","0.297592992","0.851672757","0.311474324","0.141470574","0.885553726","0.983011617","0.683146359","0.610989459","0.857952984","0.499225171","0.597374186","0.255592756","0.580298528","0.153410982","0.587202568","0.172552055","0.584592435","0.395827353","0.752651509","0.93791868","0.229558363","0.368829551","0.408","0.228557505","0.250772332","0.104879032","0.341503275","0.223830288","0.14732039","0.586899977","0.624389505","0.557031745","0.242502657","0.321329134","0.492882124","0.220949028","0.072541049","0.604321104","0.059748377","0.041824295","0.73977623","0.557377064","0.091505532","0.515277624","0.31276327","0.13272438","0.334283238","0.691348182","0.445116343","0.150127892","0.945732457","0.170880042","0.545936105","0.78160442","0.498077194","0.578229692","0.830174502","0.165292328","0.159431068","0.50197866","0.131668555","0.136791201","0.121779495","0.28545291","0.684039264","0.818371255","0.128011981","0.810472436","0.017851732","0.345213034","0.23670768","0.163527896","0.739130674","0.56947409","0.526674234","0.609634932","0.436436331","0.418712678","0.455020193"
0.110333,"0.048791377","0.17822704","0.05089051","0.040199289","0.013449564","0.017205468","0.106835455","0.184262184","0.069535546","0.016332995","0.455113601","0.547983212","0.584222043","0.699813498","0.347842987","0.736314212","0.545447389","0.903283631","0.843881697","0.083836652","0.148857375","0.800724055","0.66593648","0.785833918","0.685994007","0.362454701","0.767164472","0.717327172","0.658763575","0.540626586","0.448508582","0.499836609","0.448521346","0.180559362","0.539991906","0.195618069","0.612283864","0.265428674","0.519999316","0.429505895","0.796863516","0.832629902","0.229894531","0.541814215","0.632","0.250162443","0.258955486","0.049675325","0.481087056","0.149133357","0.33197238","0.721281706","0.757018284","0.566207553","0.327280233","0.483352885","0.70667459","0.225948931","0.188104182","0.483850236","0.095328133","0.1923898","0.722546888","0.621274891","0.357869828","0.470273845","0.299950265","0.051421018","0.359594262","0.679305392","0.418963717","0.320762595","1","0.144296719","0.61828536","0.828352261","0.536665238","0.64708452","0.843526209","0.164638527","0.088019082","0.359599231","0.186866186","0.197068571","0.114131388","0.273949156","0.548634322","0.798287349","0.142419692","0.819465251","0.031202535","0.486651172","0.237054522","0.134310904","0.868179107","0.565005351","0.421861953","0.267308681","0.366383364","0.563556999","0.498657558"
0.107195,"0.084818005","0.106566744","0.059860968","0.026483082","0.013424859","0.012806313","0.031631663","0.080112634","0.132902679","0.094971088","0.445805757","0.924885281","0.781984011","0.499959133","0","0.802228845","0.699107117","0.923419726","0.912300545","0.027672769","0.152842541","0.750776835","0.13882864","0.656009033","0.308771672","0.335180408","0.706573907","0.2625301","0.953306433","0.527673538","0.147803042","0.063057264","0.098698463","0.372043876","0.78970299","0.124167771","0.148242725","0.165893376","0.341529836","0.415060786","1","0.809868035","0.182876088","0.445960616","0.528","0.409356725","0.190205733","0.194791666","0.278745723","0.202622349","0.339176652","0.678949334","0.53380771","0.413161992","0.766074495","1","0.561994112","0.247681698","0.19556636","0.234982202","0.223691173","0.148548849","0.427341769","0.71325861","0.287423629","0.417703227","0.369087612","0.439377436","0.398239011","0.881163641","0.275427519","0.084889638","0.827378233","0.221903127","0.847402032","0.907608155","0.258392579","0.83847611","0.981466109","0.39164192","0.303666829","0.300861687","0","0.048499774","0.007815733","0.050470282","0.03389982","0.844495695","0","0.941623354","0.021978024","0.808924457","0.135862486","0.062910429","0.118482165","0.365762832","0.318921177","0.306838979","0.257276387","0.669143859","0.632297429"
